STN,CMP,NetCode,Latitude,Longitude,Elevation,BuiltDate,Instrument,Digitizer,SerialNum,PeriodSec,NrmFac,VelOut,VPC,Sens,Const,nPoles,nZeros,Pole1,Pole2,Pole3,Pole4,Pole5,Pole6,Pole7,Pole8,Pole9,Pole10,Pole11,Pole12,Pole13,Pole14,Pole15,Zero1,Zero2,Zero3,Zero4,Zero5,Zero6,Zero7,Zero8,Zero9,Zero10,Zero11,Zero12,Zero13,Zero14,Zero15,Truns,OutDate,Status,PermTemp,Modifier
ADVT,BHE,KO,40.4332,29.7383,193,20060519,3ESP,CMG-DM24,T3Y19/A524,120,2.304000E06,5682,3.153E-06,5.549103E-10,4.152022E+15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
ADVT,BHN,KO,40.4332,29.7383,193,20060519,3ESP,CMG-DM24,T3Y19/A524,120,2.304000E06,5974,3.174E-06,5.313023E-10,4.336514E+15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
ADVT,BHZ,KO,40.4332,29.7383,193,20060519,3ESP,CMG-DM24,T3Y19/A524,120,2.304000E06,5964,3.159E-06,5.296781E-10,4.349812E+15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
ADVT,HHE,KO,40.4332,29.7383,193,20060519,3ESP,CMG-DM24,T3Y19/A524,120,2.304000E06,5682,3.153E-06,5.549103E-10,4.152022E+15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
ADVT,HHN,KO,40.4332,29.7383,193,20060519,3ESP,CMG-DM24,T3Y19/A524,120,2.304000E06,5974,3.174E-06,5.313023E-10,4.336514E+15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
ADVT,HHZ,KO,40.4332,29.7383,193,20060519,3ESP,CMG-DM24,T3Y19/A524,120,2.304000E06,5964,3.159E-06,5.296781E-10,4.349812E+15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AFSR,BHE,KO,39.4468,33.0707,1055,20080905,3ESP,CMG-DM24,T3G51/D677,30,2.304000E06,2983,1.283E-06,4.301039E-10,5.356845E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AFSR,BHN,KO,39.4468,33.0707,1055,20080905,3ESP,CMG-DM24,T3G51/D677,30,2.304000E06,3022,1.280E-06,4.235606E-10,5.439599E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AFSR,BHZ,KO,39.4468,33.0707,1055,20080905,3ESP,CMG-DM24,T3G51/D677,30,2.304000E06,2990,1.276E-06,4.267559E-10,5.398871E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AFSR,HHE,KO,39.4468,33.0707,1055,20080905,3ESP,CMG-DM24,T3G51/D677,30,2.304000E06,2983,1.283E-06,4.301039E-10,5.356845E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AFSR,HHN,KO,39.4468,33.0707,1055,20080905,3ESP,CMG-DM24,T3G51/D677,30,2.304000E06,3022,1.280E-06,4.235606E-10,5.439599E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AFSR,HHZ,KO,39.4468,33.0707,1055,20080905,3ESP,CMG-DM24,T3G51/D677,30,2.304000E06,2990,1.276E-06,4.267559E-10,5.398871E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AGRB,BHE,KO,39.5755,42.9920,1820,20061121,3T,CMG-DM24,T3Z08/A646,120,2.304000E06,5974,3.196E-06,5.349849E-10,4.306664E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AGRB,BHN,KO,39.5755,42.9920,1820,20061121,3T,CMG-DM24,T3Z08/A646,120,2.304000E06,5996,3.202E-06,5.340227E-10,4.314423E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AGRB,BHZ,KO,39.5755,42.9920,1820,20061121,3T,CMG-DM24,T3Z08/A646,120,2.304000E06,5938,3.194E-06,5.378915E-10,4.283392E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AGRB,HHE,KO,39.5755,42.9920,1820,20061121,3T,CMG-DM24,T3Z08/A646,120,2.304000E06,5974,3.196E-06,5.349849E-10,4.306664E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AGRB,HHN,KO,39.5755,42.9920,1820,20061121,3T,CMG-DM24,T3Z08/A646,120,2.304000E06,5996,3.202E-06,5.340227E-10,4.314423E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AGRB,HHZ,KO,39.5755,42.9920,1820,20061121,3T,CMG-DM24,T3Z08/A646,120,2.304000E06,5938,3.194E-06,5.378915E-10,4.283392E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AKA3,AHE,KO,36.1588,33.5508,141,20110701,5T,CMG-DM24,T5V58/A2538,100HZ,1.000000E00,1.018,2.869E-06,2.818271E-06,3.548275E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20190726,CLOSED,PERM,Yavuz Güneş
AKA3,AHN,KO,36.1588,33.5508,141,20110701,5T,CMG-DM24,T5V58/A2538,100HZ,1.000000E00,1.018,2.869E-06,2.818271E-06,3.548275E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20190726,CLOSED,PERM,Yavuz Güneş
AKA3,AHZ,KO,36.1588,33.5508,141,20110701,5T,CMG-DM24,T5V58/A2538,100HZ,1.000000E00,1.018,2.872E-06,2.821218E-06,3.544568E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20190726,CLOSED,PERM,Yavuz Güneş
AKA3,HNE,KO,36.1588,33.5508,141,20110701,5T,CMG-DM24,T5V58/A2538,100HZ,1.000000E00,1.018,2.869E-06,2.818271E-06,3.548275E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20190726,CLOSED,PERM,Yavuz Güneş
AKA3,HNN,KO,36.1588,33.5508,141,20110701,5T,CMG-DM24,T5V58/A2538,100HZ,1.000000E00,1.018,2.869E-06,2.818271E-06,3.548275E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20190726,CLOSED,PERM,Yavuz Güneş
AKA3,HNZ,KO,36.1588,33.5508,141,20110701,5T,CMG-DM24,T5V58/A2538,100HZ,1.000000E00,1.018,2.872E-06,2.821218E-06,3.544568E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20190726,CLOSED,PERM,Yavuz Güneş
AKDM,BHE,KO,38.3285,42.9800,1662,20121129,3ESP,CMG-DM24,T33971/B086,30,2.304000E06,5984,3.182E-06,5.317513E-10,4.332853E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AKDM,BHN,KO,38.3285,42.9800,1662,20121129,3ESP,CMG-DM24,T33971/B086,30,2.304000E06,5980,3.204E-06,5.357860E-10,4.300224E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AKDM,BHZ,KO,38.3285,42.9800,1662,20121129,3ESP,CMG-DM24,T33971/B086,30,2.304000E06,5916,3.194E-06,5.398918E-10,4.267522E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AKDM,HHE,KO,38.3285,42.9800,1662,20121129,3ESP,CMG-DM24,T33971/B086,30,2.304000E06,5984,3.182E-06,5.317513E-10,4.332853E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AKDM,HHN,KO,38.3285,42.9800,1662,20121129,3ESP,CMG-DM24,T33971/B086,30,2.304000E06,5980,3.204E-06,5.357860E-10,4.300224E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AKDM,HHZ,KO,38.3285,42.9800,1662,20121129,3ESP,CMG-DM24,T33971/B086,30,2.304000E06,5916,3.194E-06,5.398918E-10,4.267522E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Yılmazer
AKDN,AHE,KO,35.2977,32.9677,85,20080101,5TD,CMG-CD24,T5H84/C780,100HZ,1.939600E09,1.024,3.196E-06,3.121094E-06,6.214488E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKDN,AHN,KO,35.2977,32.9677,85,20080101,5TD,CMG-CD24,T5H84/C780,100HZ,1.939600E09,1.026,3.209E-06,3.127680E-06,6.201402E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKDN,AHZ,KO,35.2977,32.9677,85,20080101,5TD,CMG-CD24,T5H84/C780,100HZ,1.939600E09,1.026,3.199E-06,3.117934E-06,6.220786E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKDN,HNE,KO,35.2977,32.9677,85,20080101,5TD,CMG-CD24,T5H84/C780,100HZ,1.939600E09,1.024,3.196E-06,3.121094E-06,6.214488E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKDN,HNN,KO,35.2977,32.9677,85,20080101,5TD,CMG-CD24,T5H84/C780,100HZ,1.939600E09,1.026,3.209E-06,3.127680E-06,6.201402E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKDN,HNZ,KO,35.2977,32.9677,85,20080101,5TD,CMG-CD24,T5H84/C780,100HZ,1.939600E09,1.026,3.199E-06,3.117934E-06,6.220786E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKIN,AHE,KO,35.0157,33.4662,225,20080101,5TD,CMG-CD24,T5H81/C786,100HZ,1.939600E09,1.014,3.193E-06,3.148915E-06,6.159582E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKIN,AHN,KO,35.0157,33.4662,225,20080101,5TD,CMG-CD24,T5H81/C786,100HZ,1.939600E09,1.022,3.190E-06,3.121331E-06,6.214016E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKIN,AHZ,KO,35.0157,33.4662,225,20080101,5TD,CMG-CD24,T5H81/C786,100HZ,1.939600E09,1.022,3.189E-06,3.120352E-06,6.215965E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKIN,HNE,KO,35.0157,33.4662,225,20080101,5TD,CMG-CD24,T5H81/C786,100HZ,1.939600E09,1.014,3.193E-06,3.148915E-06,6.159582E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKIN,HNN,KO,35.0157,33.4662,225,20080101,5TD,CMG-CD24,T5H81/C786,100HZ,1.939600E09,1.022,3.19E-06,3.121331E-06,6.214016E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKIN,HNZ,KO,35.0157,33.4662,225,20080101,5TD,CMG-CD24,T5H81/C786,100HZ,1.939600E09,1.022,3.189E-06,3.120352E-06,6.215965E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK1,AHE,KO,36.1610,33.5757,7,20110701,5TD,CMG-CD24,T5AF5/C2231,100HZ,1.939600E09,1.02,3.074E-06,3.013726E-06,6.435888E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK1,AHN,KO,36.1610,33.5757,7,20110701,5TD,CMG-CD24,T5AF5/C2231,100HZ,1.939600E09,1.018,3.063E-06,3.008841E-06,6.446337E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK1,AHZ,KO,36.1610,33.5757,7,20110701,5TD,CMG-CD24,T5AF5/C2231,100HZ,1.939600E09,1.02,3.051E-06,2.991177E-06,6.484405E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK1,HNE,KO,36.1610,33.5757,7,20110701,5TD,CMG-CD24,T5AF5/C2231,100HZ,1.939600E09,1.02,3.074E-06,3.013726E-06,6.435888E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK1,HNN,KO,36.1610,33.5757,7,20110701,5TD,CMG-CD24,T5AF5/C2231,100HZ,1.939600E09,1.018,3.063E-06,3.008841E-06,6.446337E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK1,HNZ,KO,36.1610,33.5757,7,20110701,5TD,CMG-CD24,T5AF5/C2231,100HZ,1.939600E09,1.02,3.051E-06,2.991177E-06,6.484405E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK2,AHE,KO,36.1372,33.5485,4,20200101,5TD,CMG-CD24,T5BR5/C2516,100HZ,1.939600E09,1.022,3.061E-06,2.995108E-06,6.475894E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK2,AHN,KO,36.1372,33.5485,4,20200101,5TD,CMG-CD24,T5BR5/C2516,100HZ,1.939600E09,1.016,3.085E-06,3.036417E-06,6.387791E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK2,AHZ,KO,36.1372,33.5485,4,20200101,5TD,CMG-CD24,T5BR5/C2516,100HZ,1.939600E09,1.018,3.065E-06,3.010806E-06,6.442129E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK2,HNE,KO,36.1372,33.5485,4,20200101,5TD,CMG-CD24,T5BR5/C2516,100HZ,1.939600E09,1.022,3.061E-06,2.995108E-06,6.475894E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
AKK2,HNN,KO,36.1372,33.5485,4,20200101,5TD,CMG-CD24,T5BR5/C2516,100HZ,1.939600E09,1.016,3.085E-06,3.036417E-06,6.387791E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
