STN,CMP,NetCode,Latitude,Longitude,Elevation,BuiltDate,Instrument,Digitizer,SerialNum,PeriodSec,NrmFac,VelOut,VPC,Sens,Const,nPoles,nZeros,Pole1,Pole2,Pole3,Pole4,Pole5,Pole6,Pole7,Pole8,Pole9,Pole10,Pole11,Pole12,Pole13,Pole14,Pole15,Zero1,Zero2,Zero3,Zero4,Zero5,Zero6,Zero7,Zero8,Zero9,Zero10,Zero11,Zero12,Zero13,Zero14,Zero15,Truns,OutDate,Status,PermTemp,Modifier
BLVD,HHE,KO,38.7946,31.0950,1220,20190709,6T,CMG-CD24,T6V59/C4308,30,5.858000E08,2400,0.960E-06,4.000000E-10,1.464500E+18,6,2,-0.02356-j0.02356,-0.02356+j0.02356,-62.3816-j135.392,-62.3816+j135.392,-350j0,-75j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BLVD,HHN,KO,38.7946,31.0950,1220,20190709,6T,CMG-CD24,T6V59/C4308,30,5.858000E08,2394,0.959E-06,4.005848E-10,1.462362E+18,6,2,-0.02356-j0.02356,-0.02356+j0.02356,-62.3816-j135.392,-62.3816+j135.392,-350j0,-75j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BLVD,HHZ,KO,38.7946,31.0950,1220,20190709,6T,CMG-CD24,T6V59/C4308,30,5.858000E08,2398,0.959E-06,3.999166E-10,1.464805E+18,6,2,-0.02356-j0.02356,-0.02356+j0.02356,-62.3816-j135.392,-62.3816+j135.392,-350j0,-75j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNGB,BHE,KO,38.9913,40.6792,1180,20081121,3ESPC,CMG-DM24,T34563/C640,30,2.304000E06,5966,3.201E-06,5.365404E-10,4.294178E+15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNGB,BHN,KO,38.9913,40.6792,1180,20081121,3ESPC,CMG-DM24,T34563/C640,30,2.304000E06,5934,3.202E-06,5.396023E-10,4.269811E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNGB,BHZ,KO,38.9913,40.6792,1180,20081121,3ESPC,CMG-DM24,T34563/C640,30,2.304000E06,5978,3.215E-06,5.378053E-10,4.284078E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNGB,HHE,KO,38.9913,40.6792,1180,20081121,3ESPC,CMG-DM24,T34563/C640,30,2.304000E06,5966,3.201E-06,5.365404E-10,4.294178E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNGB,HHN,KO,38.9913,40.6792,1180,20081121,3ESPC,CMG-DM24,T34563/C640,30,2.304000E06,5934,3.202E-06,5.396023E-10,4.269811E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNGB,HHZ,KO,38.9913,40.6792,1180,20081121,3ESPC,CMG-DM24,T34563/C640,30,2.304000E06,5978,3.215E-06,5.378053E-10,4.284078E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNN,BHE,KO,38.8521,35.8472,1380,20070123,3T,CMG-DM24,T3W31/A616,120,2.304000E06,5968,3.196E-06,5.355228E-10,4.302338E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNN,BHN,KO,38.8521,35.8472,1380,20070123,3T,CMG-DM24,T3W31/A616,120,2.304000E06,5926,3.204E-06,5.406682E-10,4.261394E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNN,BHZ,KO,38.8521,35.8472,1380,20070123,3T,CMG-DM24,T3W31/A616,120,2.304000E06,5922,3.184E-06,5.376562E-10,4.285266E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNN,HHE,KO,38.8521,35.8472,1380,20070123,3T,CMG-DM24,T3W31/A616,120,2.304000E06,5968,3.196E-06,5.355228E-10,4.302338E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNN,HHN,KO,38.8521,35.8472,1380,20070123,3T,CMG-DM24,T3W31/A616,120,2.304000E06,5926,3.204E-06,5.406682E-10,4.261394E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BNN,HHZ,KO,38.8521,35.8472,1380,20070123,3T,CMG-DM24,T3W31/A616,120,2.304000E06,5922,3.184E-06,5.376562E-10,4.285266E15,5,2,-0.00589-j0.00589,-0.00589+j0.00589,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BODT,BHE,KO,37.0622,27.3103,379,20050214,3ESP,CMG-DM24,T3795/DF25,30,2.304000E06,2983,1.264E-06,4.237345E-10,5.437367E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BODT,BHN,KO,37.0622,27.3103,379,20050214,3ESP,CMG-DM24,T3795/DF25,30,2.304000E06,2976,1.263E-06,4.243952E-10,5.428902E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BODT,BHZ,KO,37.0622,27.3103,379,20050214,3ESP,CMG-DM24,T3795/DF25,30,2.304000E06,2965,1.268E-06,4.276560E-10,5.387508E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BODT,HHE,KO,37.0622,27.3103,379,20050214,3ESP,CMG-DM24,T3795/DF25,30,2.304000E06,2983,1.264E-06,4.237345E-10,5.437367E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BODT,HHN,KO,37.0622,27.3103,379,20050214,3ESP,CMG-DM24,T3795/DF25,30,2.304000E06,2976,1.263E-06,4.243952E-10,5.428902E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BODT,HHZ,KO,37.0622,27.3103,379,20050214,3ESP,CMG-DM24,T3795/DF25,30,2.304000E06,2965,1.268E-06,4.276560E-10,5.387508E15,5,2,-0.02365-j0.02365,-0.02365+j0.02365,-180j0,-160j0,-80j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOTS,AHE,KO,40.9902,27.9810,30,20110101,5T,CMG-DM24,T5567/A1579,100HZ,1.000000E00,0.51,3.192E-06,6.258824E-06,1.597744E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20121012,MODIFIED,PERM,Mehmet Yılmazer
BOTS,AHN,KO,40.9902,27.9810,30,20110101,5T,CMG-DM24,T5567/A1579,100HZ,1.000000E00,0.508,3.2E-06,6.299213E-06,1.587500E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20121012,MODIFIED,PERM,Mehmet Yılmazer
BOTS,AHZ,KO,40.9902,27.9810,30,20110101,5T,CMG-DM24,T5567/A1579,100HZ,1.000000E00,0.512,3.215E-06,6.279297E-06,1.592535E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20121012,MODIFIED,PERM,Mehmet Yılmazer
BOTS,HNE,KO,40.9902,27.9810,30,20110101,5T,CMG-DM24,T5567/A1579,100HZ,1.000000E00,0.51,3.192E-06,6.258824E-06,1.597744E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20121012,MODIFIED,PERM,Mehmet Yılmazer
BOTS,HNN,KO,40.9902,27.9810,30,20110101,5T,CMG-DM24,T5567/A1579,100HZ,1.000000E00,0.508,3.2E-06,6.299213E-06,1.587500E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20121012,MODIFIED,PERM,Mehmet Yılmazer
BOTS,HNZ,KO,40.9902,27.9810,30,20110101,5T,CMG-DM24,T5567/A1579,100HZ,1.000000E00,0.512,3.215E-06,6.279297E-06,1.592535E05,0,0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20121012,MODIFIED,PERM,Mehmet Yılmazer
BOTS,AHE,KO,40.9902,27.9810,30,20121012,5TD,CMG-CD24,T5BP1/C2535,100HZ,1.939600E09,1.018,3.171E-06,3.114931E-06,6.226783E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20200101,MODIFIED,PERM,Mehmet Özer
BOTS,AHN,KO,40.9902,27.9810,30,20121012,5TD,CMG-CD24,T5BP1/C2535,100HZ,1.939600E09,1.022,3.142E-06,3.074364E-06,6.308947E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20200101,MODIFIED,PERM,Mehmet Özer
BOTS,AHZ,KO,40.9902,27.9810,30,20121012,5TD,CMG-CD24,T5BP1/C2535,100HZ,1.939600E09,1.02,3.143E-06,3.081373E-06,6.294597E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20200101,MODIFIED,PERM,Mehmet Özer
BOTS,HNE,KO,40.9902,27.9810,30,20121012,5TD,CMG-CD24,T5BP1/C2535,100HZ,1.939600E09,1.018,3.171E-06,3.114931E-06,6.226783E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20200101,MODIFIED,PERM,Mehmet Özer
BOTS,HNN,KO,40.9902,27.9810,30,20121012,5TD,CMG-CD24,T5BP1/C2535,100HZ,1.939600E09,1.022,3.142E-06,3.074364E-06,6.308947E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20200101,MODIFIED,PERM,Mehmet Özer
BOTS,HNZ,KO,40.9902,27.9810,30,20121012,5TD,CMG-CD24,T5BP1/C2535,100HZ,1.939600E09,1.02,3.143E-06,3.081373E-06,6.294597E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20200101,MODIFIED,PERM,Mehmet Özer
BOTS,AHE,KO,40.9902,27.9810,30,20200101,5TD,CMG-CD24,T5BP7/C2490,100HZ,1.939600E09,1.022,3.057E-06,2.991194E-06,6.484367E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOTS,AHN,KO,40.9902,27.9810,30,20200101,5TD,CMG-CD24,T5BP7/C2490,100HZ,1.939600E09,1.018,3.046E-06,2.992142E-06,6.482314E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOTS,AHZ,KO,40.9902,27.9810,30,20200101,5TD,CMG-CD24,T5BP7/C2490,100HZ,1.939600E09,1.020,3.043E-06,2.983333E-06,6.501452E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOTS,HNE,KO,40.9902,27.9810,30,20200101,5TD,CMG-CD24,T5BP7/C2490,100HZ,1.939600E09,1.022,3.057E-06,2.991194E-06,6.484367E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOTS,HNN,KO,40.9902,27.9810,30,20200101,5TD,CMG-CD24,T5BP7/C2490,100HZ,1.939600E09,1.018,3.046E-06,2.992142E-06,6.482314E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOTS,HNZ,KO,40.9902,27.9810,30,20200101,5TD,CMG-CD24,T5BP7/C2490,100HZ,1.939600E09,1.020,3.043E-06,2.983333E-06,6.501452E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOZY,AHE,KO,36.1069,32.9763,9,20171218,5TD,CMG-CD24,T5AG1/C2226,100HZ,1.939600E09,1.020,3.074E-06,3.013726E-06,6.435888E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOZY,AHN,KO,36.1069,32.9763,9,20171218,5TD,CMG-CD24,T5AG1/C2226,100HZ,1.939600E09,1.018,3.072E-06,3.017682E-06,6.427450E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOZY,AHZ,KO,36.1069,32.9763,9,20171218,5TD,CMG-CD24,T5AG1/C2226,100HZ,1.939600E09,1.018,3.068E-06,3.013753E-06,6.435830E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOZY,HNE,KO,36.1069,32.9763,9,20171218,5TD,CMG-CD24,T5AG1/C2226,100HZ,1.939600E09,1.020,3.074E-06,3.013726E-06,6.435888E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOZY,HNN,KO,36.1069,32.9763,9,20171218,5TD,CMG-CD24,T5AG1/C2226,100HZ,1.939600E09,1.018,3.072E-06,3.017682E-06,6.427450E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOZY,HNZ,KO,36.1069,32.9763,9,20171218,5TD,CMG-CD24,T5AG1/C2226,100HZ,1.939600E09,1.018,3.068E-06,3.013753E-06,6.435830E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BOZY,AHE,KO,36.1069,32.9763,9,20110101,5TD,CMG-CD24,T5V10/C1498,100HZ,1.939600E09,1.022,3.07E-06,3.003914E-06,6.456909E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20171218,MODIFIED,PERM,Mehmet Özer
BOZY,AHN,KO,36.1069,32.9763,9,20110101,5TD,CMG-CD24,T5V10/C1498,100HZ,1.939600E09,1.02,3.048E-06,2.988235E-06,6.490788E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20171218,MODIFIED,PERM,Mehmet Özer
BOZY,AHZ,KO,36.1069,32.9763,9,20110101,5TD,CMG-CD24,T5V10/C1498,100HZ,1.939600E09,1.022,3.047E-06,2.981409E-06,6.505649E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20171218,MODIFIED,PERM,Mehmet Özer
BOZY,HNE,KO,36.1069,32.9763,9,20110101,5TD,CMG-CD24,T5V10/C1498,100HZ,1.939600E09,1.022,3.07E-06,3.003914E-06,6.456909E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20171218,MODIFIED,PERM,Mehmet Özer
BOZY,HNN,KO,36.1069,32.9763,9,20110101,5TD,CMG-CD24,T5V10/C1498,100HZ,1.939600E09,1.02,3.048E-06,2.988235E-06,6.490788E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20171218,MODIFIED,PERM,Mehmet Özer
BOZY,HNZ,KO,36.1069,32.9763,9,20110101,5TD,CMG-CD24,T5V10/C1498,100HZ,1.939600E09,1.022,3.047E-06,2.981409E-06,6.505649E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,20171218,MODIFIED,PERM,Mehmet Özer
BRGA,AHE,KO,40.8846,29.0650,67,20120912,5TD,CMG-CD24,T5BT8/C2524,100HZ,1.939600E09,1.018,3.056E-06,3.001965E-06,6.461102E+14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
BRGA,AHN,KO,40.8846,29.0650,67,20120912,5TD,CMG-CD24,T5BT8/C2524,100HZ,1.939600E09,1.018,3.073E-06,3.018664E-06,6.425359E14,4,1,-63.7927-j90.3864,-63.7927+j90.3864,-209.656j0,-755.898j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,0j0,HZ,OnSite,OPEN,PERM,Mehmet Özer
